index,0,1,2
26457,0.049816955367794416,0.09557594713385305,0.8546070974983525
26458,0.27787075970160124,0.23115723740539998,0.49097200289299875
26459,0.047045052785314775,0.10610447114759486,0.8468504760670904
26460,0.0925786276743118,0.13580749168825354,0.7716138806374346
26461,0.05222303924881988,0.1350602025242563,0.812716758226924
26462,0.054134458053944824,0.07320260653766764,0.8726629354083875
26463,0.6870079256305939,0.25123906574481386,0.061753008624592196
26464,0.05432143126881651,0.1013766414311815,0.844301927300002
26465,0.05021235092111993,0.12929369035889662,0.8204939587199833
26466,0.0594169044381343,0.3300575332924356,0.6105255622694301
26467,0.08659515640359318,0.19233320154377753,0.7210716420526294
26468,0.051843049029110036,0.07259263048113845,0.8755643204897514
26469,0.6257772683333509,0.09065476605960099,0.28356796560704806
26470,0.05971604126318868,0.17657308865356716,0.7637108700832442
26471,0.10260408689827094,0.16387972507415158,0.7335161880275775
26472,0.10624961748808304,0.24864604010102676,0.6451043424108902
26473,0.05219121713348019,0.07688680908954591,0.870921973776974
26474,0.25968261280997973,0.6833503085731363,0.05696707861688393
26475,0.2325197673783408,0.24282884414460168,0.5246513884770575
26476,0.04267354388679645,0.12443703212308374,0.8328894239901198
26477,0.10334714755142596,0.12730547911468318,0.7693473733338909
26478,0.04471278060597258,0.07769070287832183,0.8775965165157055
26479,0.06030729899727912,0.1165005068191307,0.8231921941835902
26480,0.04078388163629892,0.08169861784394328,0.8775175005197577
26481,0.07227100162524151,0.4269288145662886,0.5008001838084699
26482,0.18731411834090655,0.10617983039580144,0.706506051263292
26483,0.057047557179926635,0.1382170273702359,0.8047354154498374
26484,0.09808758690308199,0.13353709502969954,0.7683753180672185
26485,0.04330155037047524,0.0770689447247605,0.8796295049047642
26486,0.0714121378526764,0.2774907742093104,0.6510970879380132
26487,0.05602214853889865,0.0873347561306136,0.8566430953304877
26488,0.15017993357930698,0.7875828489406994,0.06223721747999354
26489,0.06777135105982433,0.30574709112681064,0.6264815578133649
26490,0.07410868286524282,0.33405327084308933,0.5918380462916679
26491,0.06937227489248927,0.0918501648392855,0.8387775602682251
26492,0.06930283625838742,0.30820017304287883,0.6224969906987338
26493,0.41567200956614236,0.5156291372925949,0.06869885314126283
26494,0.07618682518986276,0.24888722951018388,0.6749259452999533
26495,0.05099756897003288,0.09980839531042061,0.8491940357195465
26496,0.11839106735356221,0.26520515932580757,0.6164037733206301
26497,0.05184250078269565,0.8459138342368092,0.10224366498049514
26498,0.12450933651588755,0.40350509278100716,0.4719855707031053
26499,0.050413208145139686,0.16022195942926645,0.7893648324255939
26500,0.06980703793516245,0.4160273585844968,0.5141656034803407
26501,0.08177809502733482,0.2017094175153681,0.7165124874572971
26502,0.03971469284642784,0.06263476150905536,0.8976505456445167
26503,0.059625193416335834,0.5297412028615339,0.4106336037221302
26504,0.09653677992524078,0.26833259682737,0.6351306232473892
26505,0.06349615406519349,0.12278954492684699,0.8137143010079596
26506,0.06381371478618622,0.8947582343566425,0.04142805085717135
26507,0.08495058300598883,0.8705525827130349,0.04449683428097628
26508,0.07740850220018998,0.4308630852473738,0.49172841255243616
26509,0.04816196917403755,0.10071451303555816,0.8511235177904043
26510,0.05139544779970137,0.1455133209904716,0.8030912312098271
26511,0.047623502929997265,0.09335404738354279,0.8590224496864599
26512,0.05769226992444159,0.21260801851708208,0.7296997115584763
26513,0.07911630839482822,0.13767622876400223,0.7832074628411697
26514,0.08162853643564207,0.12195931114041589,0.796412152423942
26515,0.39410299072773874,0.059663145129564395,0.5462338641426968
